2024-03-16 09:09:19,203 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\KT_TKPM\ThucHanh\LeThiThuyKieu_MSMQ\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:09:19,209 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[D:\KT_TKPM\ThucHanh\LeThiThuyKieu_MSMQ\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:09:19,227 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2024-03-16 09:09:19,227 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2024-03-16 09:09:19,381 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:09:19,381 | INFO  | PListStore:[D:\KT_TKPM\ThucHanh\LeThiThuyKieu_MSMQ\apache-activemq-6.0.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2024-03-16 09:09:19,382 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:09:19,382 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:09:19,532 | INFO  | Apache ActiveMQ 6.0.1 (localhost, ID:THUYKIEU-56408-1710554959388-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:09:19,551 | INFO  | Listening for connections at: tcp://THUYKIEU:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 09:09:19,552 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 09:09:19,555 | INFO  | Listening for connections at: amqp://THUYKIEU:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 09:09:19,555 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 09:09:19,558 | INFO  | Listening for connections at: stomp://THUYKIEU:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 09:09:19,558 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 09:09:19,561 | INFO  | Listening for connections at: mqtt://THUYKIEU:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 09:09:19,561 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 09:09:19,566 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-03-16 09:09:19,619 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-03-16 09:09:19,712 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6c429005{/,null,STARTING} has uncovered HTTP methods for the following paths: [/] | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2024-03-16 09:09:19,772 | INFO  | Listening for connections at ws://THUYKIEU:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2024-03-16 09:09:19,772 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 09:09:19,772 | INFO  | Apache ActiveMQ 6.0.1 (localhost, ID:THUYKIEU-56408-1710554959388-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:09:19,773 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:09:20,483 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-03-16 09:09:20,483 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-03-16 09:26:00,430 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\KT_TKPM\ThucHanh\LeThiThuyKieu_MSMQ\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:26:00,435 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[D:\KT_TKPM\ThucHanh\LeThiThuyKieu_MSMQ\apache-activemq-6.0.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:26:00,455 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2024-03-16 09:26:00,455 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2024-03-16 09:26:00,491 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2024-03-16 09:26:00,496 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2024-03-16 09:26:00,496 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2024-03-16 09:26:00,600 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:26:00,601 | INFO  | PListStore:[D:\KT_TKPM\ThucHanh\LeThiThuyKieu_MSMQ\apache-activemq-6.0.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2024-03-16 09:26:00,601 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:26:00,601 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:26:00,770 | INFO  | Apache ActiveMQ 6.0.1 (localhost, ID:THUYKIEU-56629-1710555960610-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-03-16 09:26:00,784 | INFO  | Listening for connections at: tcp://THUYKIEU:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 09:26:00,785 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 09:26:00,788 | INFO  | Listening for connections at: amqp://THUYKIEU:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-03-16 09:26:00,789 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-03-16 09:26:00,791 | INFO  | Listening for connections at: stomp://THUYKIEU:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
